problem,solution
Other: buda razoma bofoso buda dawema English: a dolphin dislikes a bird\nOther: kiya kijima pexuti buda nayimu English: the monkey will want people\nOther: kiya nayimu pexuti buda dawemu English: the people will want birds\nOther: buda nayimu bofoti kiya kijimu English: people will dislike the monkeys\nOther: kiya sovima vuzeso kiya kijima English: the frog sees the monkey\nOther: kiya nayima bofoti buda dawema English: ,the person will dislike a bird
English: a dolphin dislikes a bird Other: buda razoma bofoso buda dawema\nEnglish: the monkey will want people Other: kiya kijima pexuti buda nayimu\nEnglish: the people will want birds Other: kiya nayimu pexuti buda dawemu\nEnglish: people will dislike the monkeys Other: buda nayimu bofoti kiya kijimu\nEnglish: the frog sees the monkey Other: kiya sovima vuzeso kiya kijima\nEnglish: the person will dislike a bird Other: ,kiya nayima bofoti buda dawema
Other: jovovo jeti pekufu jeti zifoyi English: a monkey liked frogs\nOther: wawovo ruqo jovovo jeti zifofa English: the child likes a monkey\nOther: luqevo ruqo wawovo ruqo yaluyi English: the person touched the child\nOther: pekuvo jeti luqevo ruqo deteqe English: a frog will hit the person\nOther: wawofu jeti luqefu jeti genefa English: children praise people\nOther: pekufu jeti wawovo jeti yaluyi English: ,frogs touched a child
English: a monkey liked frogs Other: jovovo jeti pekufu jeti zifoyi\nEnglish: the child likes a monkey Other: wawovo ruqo jovovo jeti zifofa\nEnglish: the person touched the child Other: luqevo ruqo wawovo ruqo yaluyi\nEnglish: a frog will hit the person Other: pekuvo jeti luqevo ruqo deteqe\nEnglish: children praise people Other: wawofu jeti luqefu jeti genefa\nEnglish: frogs touched a child Other: ,pekufu jeti wawovo jeti yaluyi
Other: pomoci hoke negoyi yunebo cafi English: the cats will hit a crow\nOther: yuneci cafi doviyi pomobo cafi English: crows will see a cat\nOther: yuneci hoke dovica hopubo hoke English: the crows saw the monkey\nOther: jijoci hoke wanaca pomoci hoke English: the frogs disliked the cats\nOther: hopubo hoke negojo jijoci cafi English: the monkey hits frogs\nOther: jijoci cafi dovica hopubo hoke English: ,frogs saw the monkey
English: the cats will hit a crow Other: pomoci hoke negoyi yunebo cafi\nEnglish: crows will see a cat Other: yuneci cafi doviyi pomobo cafi\nEnglish: the crows saw the monkey Other: yuneci hoke dovica hopubo hoke\nEnglish: the frogs disliked the cats Other: jijoci hoke wanaca pomoci hoke\nEnglish: the monkey hits frogs Other: hopubo hoke negojo jijoci cafi\nEnglish: frogs saw the monkey Other: ,jijoci cafi dovica hopubo hoke
Other: siyu jahoco jibogi siyu wedijo English: birds will see a dolphin\nOther: jiqa robujo rakebu jiqa wedico English: the cat slaps the dolphins\nOther: jiqa henajo xayubu siyu higajo English: the crow touches a monkey\nOther: jiqa henajo feligi siyu wedico English: the crow will dislike dolphins\nOther: siyu jahojo jibobu jiqa wedijo English: a bird sees the dolphin\nOther: siyu henajo feligi siyu robujo English: ,a crow will dislike a cat
English: birds will see a dolphin Other: siyu jahoco jibogi siyu wedijo\nEnglish: the cat slaps the dolphins Other: jiqa robujo rakebu jiqa wedico\nEnglish: the crow touches a monkey Other: jiqa henajo xayubu siyu higajo\nEnglish: the crow will dislike dolphins Other: jiqa henajo feligi siyu wedico\nEnglish: a bird sees the dolphin Other: siyu jahojo jibobu jiqa wedijo\nEnglish: a crow will dislike a cat Other: ,siyu henajo feligi siyu robujo
Other: qixome foyu levote walu pazaye English: dolphins slapped the child\nOther: fabimu foyu pazexe walu lezaye English: a cat will dislike the children\nOther: cebimu foyu padari walu lerosi English: a monkey dislikes the dogs\nOther: fayile walu pazaye walu pavote English: the child will see the dolphin\nOther: qirome foyu lezaye walu parosi English: children praised the dog\nOther: cebimu foyu lerosi walu pazaye English: ,dogs dislike the child
English: dolphins slapped the child Other: qixome foyu levote walu pazaye\nEnglish: a cat will dislike the children Other: fabimu foyu pazexe walu lezaye\nEnglish: a monkey dislikes the dogs Other: cebimu foyu padari walu lerosi\nEnglish: the child will see the dolphin Other: fayile walu pazaye walu pavote\nEnglish: children praised the dog Other: qirome foyu lezaye walu parosi\nEnglish: dogs dislike the child Other: ,cebimu foyu lerosi walu pazaye
Other: yarapu mayu yavupa zimu cabaxe English: the cat will touch a bird\nOther: yamazi mayu yerapu mayu finude English: the frog praises the cats\nOther: yadola mayu yecile mayu cabaxe English: the dolphin will touch the dogs\nOther: yavupa zimu yedola mayu cayaxa English: a bird will dislike the dolphins\nOther: yacile zimu yadola mayu finude English: a dog praises the dolphin\nOther: yacile mayu yavupa zimu cayaxa English: ,the dog will dislike a bird
English: the cat will touch a bird Other: yarapu mayu yavupa zimu cabaxe\nEnglish: the frog praises the cats Other: yamazi mayu yerapu mayu finude\nEnglish: the dolphin will touch the dogs Other: yadola mayu yecile mayu cabaxe\nEnglish: a bird will dislike the dolphins Other: yavupa zimu yedola mayu cayaxa\nEnglish: a dog praises the dolphin Other: yacile zimu yadola mayu finude\nEnglish: the dog will dislike a bird Other: ,yacile mayu yavupa zimu cayaxa
Other: nedagi yiko lavugi yiko peqoli English: the crows disliked the frogs\nOther: juwogi fuce lufiki fuce nizoli English: dolphins remembered a person\nOther: wayuki fuce nedaki yiko qajama English: a dog sees the crow\nOther: lufigi fuce juwogi fuce ciwama English: people like dolphins\nOther: wayugi fuce qecagi yiko nizoma English: dogs remember the children\nOther: lufigi yiko lavuki yiko peqoli English: ,the people disliked the frog
English: the crows disliked the frogs Other: nedagi yiko lavugi yiko peqoli\nEnglish: dolphins remembered a person Other: juwogi fuce lufiki fuce nizoli\nEnglish: a dog sees the crow Other: wayuki fuce nedaki yiko qajama\nEnglish: people like dolphins Other: lufigi fuce juwogi fuce ciwama\nEnglish: dogs remember the children Other: wayugi fuce qecagi yiko nizoma\nEnglish: the people disliked the frog Other: ,lufigi yiko lavuki yiko peqoli
Other: bosa xuwupo lava qowawo leqamo English: crows dislike the child\nOther: lava qowapo lava jemowo zixave English: the children will remember the dolphin\nOther: lava vevuwo lava qowawo nisemo English: the person wants the child\nOther: bosa pusiwo lava xuwuwo leqawu English: a frog disliked the crow\nOther: bosa jemowo bosa ninawo leqave English: a dolphin will dislike a cat\nOther: lava pusiwo lava xuwupo zixave English: ,the frog will remember the crows
English: crows dislike the child Other: bosa xuwupo lava qowawo leqamo\nEnglish: the children will remember the dolphin Other: lava qowapo lava jemowo zixave\nEnglish: the person wants the child Other: lava vevuwo lava qowawo nisemo\nEnglish: a frog disliked the crow Other: bosa pusiwo lava xuwuwo leqawu\nEnglish: a dolphin will dislike a cat Other: bosa jemowo bosa ninawo leqave\nEnglish: the frog will remember the crows Other: ,lava pusiwo lava xuwupo zixave
Other: yece nataba pulela jeta segoba English: a dolphin slapped the monkey\nOther: jeta segoba loduso yece piqoji English: the monkey touches cats\nOther: jeta beviba sopaso jeta piqoba English: the dog sees the cat\nOther: jeta nataba lodula yece segoba English: the dolphin touched a monkey\nOther: jeta beviji pulela jeta piqoba English: the dogs slapped the cat\nOther: jeta beviba lodula yece piqoji English: ,the dog touched cats
English: a dolphin slapped the monkey Other: yece nataba pulela jeta segoba\nEnglish: the monkey touches cats Other: jeta segoba loduso yece piqoji\nEnglish: the dog sees the cat Other: jeta beviba sopaso jeta piqoba\nEnglish: the dolphin touched a monkey Other: jeta nataba lodula yece segoba\nEnglish: the dogs slapped the cat Other: jeta beviji pulela jeta piqoba\nEnglish: the dog touched cats Other: ,jeta beviba lodula yece piqoji
Other: kafihe weba qezose qebahe giqi English: the cat disliked a dog\nOther: lutevo giqi novose qebavo weba English: dolphins touched the dogs\nOther: babehe weba zejuxa lutevo weba English: the crow will remember the dolphins\nOther: babevo weba qezose kafivo weba English: the crows disliked the cats\nOther: rekahe weba novoxa kafivo weba English: the monkey will touch the cats\nOther: kafivo weba zejuxa qebavo weba English: ,the cats will remember the dogs
English: the cat disliked a dog Other: kafihe weba qezose qebahe giqi\nEnglish: dolphins touched the dogs Other: lutevo giqi novose qebavo weba\nEnglish: the crow will remember the dolphins Other: babehe weba zejuxa lutevo weba\nEnglish: the crows disliked the cats Other: babevo weba qezose kafivo weba\nEnglish: the monkey will touch the cats Other: rekahe weba novoxa kafivo weba\nEnglish: the cats will remember the dogs Other: ,kafivo weba zejuxa qebavo weba
Other: yele dapaju yokuti yele vexiju English: birds slapped cats\nOther: dasa facopu metewi yele cemoju English: the person praises children\nOther: yele cemopu meteti dasa tewupu English: a child praised the crow\nOther: dasa vexiju metewi dasa tewuju English: the cats praise the crows\nOther: yele zugiju kopaze yele vexipu English: dogs will remember a cat\nOther: yele tewuju kopawi yele zugiju English: ,crows remember dogs
English: birds slapped cats Other: yele dapaju yokuti yele vexiju\nEnglish: the person praises children Other: dasa facopu metewi yele cemoju\nEnglish: a child praised the crow Other: yele cemopu meteti dasa tewupu\nEnglish: the cats praise the crows Other: dasa vexiju metewi dasa tewuju\nEnglish: dogs will remember a cat Other: yele zugiju kopaze yele vexipu\nEnglish: crows remember dogs Other: ,yele tewuju kopawi yele zugiju
Other: yese mozaqu bunu jikasu yumewu English: birds will want the dog\nOther: yese wizisu bunu risisu yumewu English: a frog will want the crow\nOther: bunu wizisu yese risiqu lamivu English: the frog touches crows\nOther: bunu jikaqu bunu risisu wewive English: the dogs slapped the crow\nOther: yese kosisu bunu bicusu yumevu English: a monkey wants the cat\nOther: bunu wizisu bunu kosisu yumewu English: ,the frog will want the monkey
English: birds will want the dog Other: yese mozaqu bunu jikasu yumewu\nEnglish: a frog will want the crow Other: yese wizisu bunu risisu yumewu\nEnglish: the frog touches crows Other: bunu wizisu yese risiqu lamivu\nEnglish: the dogs slapped the crow Other: bunu jikaqu bunu risisu wewive\nEnglish: a monkey wants the cat Other: yese kosisu bunu bicusu yumevu\nEnglish: the frog will want the monkey Other: ,bunu wizisu bunu kosisu yumewu
Other: vonuwi hubu joqowi qeve jagamu English: the dog remembered crows\nOther: joqowi hubu josufi qeve jaqiyo English: the crows touched cats\nOther: voboha qeve vonuwi qeve bumowu English: a frog hits a dog\nOther: jonuwi qeve jopiki hubu xuqiyo English: dogs will touch the birds\nOther: vonuwi qeve jopiki hubu xumowu English: a dog will hit the birds\nOther: joqowi qeve jonuwi hubu buqiyo English: ,crows touch the dogs
English: the dog remembered crows Other: vonuwi hubu joqowi qeve jagamu\nEnglish: the crows touched cats Other: joqowi hubu josufi qeve jaqiyo\nEnglish: a frog hits a dog Other: voboha qeve vonuwi qeve bumowu\nEnglish: dogs will touch the birds Other: jonuwi qeve jopiki hubu xuqiyo\nEnglish: a dog will hit the birds Other: vonuwi qeve jopiki hubu xumowu\nEnglish: crows touch the dogs Other: ,joqowi qeve jonuwi hubu buqiyo
Other: doyo xunugi koyaki doyo hulecu English: people slapped a bird\nOther: hoha hulecu mazumu doyo xunucu English: the bird will hit a person\nOther: hoha mamugi jusoki hoha bidagi English: the frogs remembered the monkeys\nOther: doyo mapogi mazumu doyo bidacu English: children will hit a monkey\nOther: hoha mapocu jusoki hoha jejecu English: the child remembered the cat\nOther: hoha mapocu mazuki doyo xunucu English: ,the child hit a person
English: people slapped a bird Other: doyo xunugi koyaki doyo hulecu\nEnglish: the bird will hit a person Other: hoha hulecu mazumu doyo xunucu\nEnglish: the frogs remembered the monkeys Other: hoha mamugi jusoki hoha bidagi\nEnglish: children will hit a monkey Other: doyo mapogi mazumu doyo bidacu\nEnglish: the child remembered the cat Other: hoha mapocu jusoki hoha jejecu\nEnglish: the child hit a person Other: ,hoha mapocu mazuki doyo xunucu
Other: tusiwu tipa wehowu pibi zubipi English: a crow likes the child\nOther: jorewu pibi wehowu tipa mupapi English: the dog sees a child\nOther: wehogo pibi kojogo tipa fireje English: the children hit cats\nOther: tusigo pibi lijiwu tipa wuqaje English: the crows touched a person\nOther: wehowu tipa jorewu pibi gacupi English: a child wants the dog\nOther: lijiwu pibi wehowu pibi wuqaje English: ,the person touched the child
English: a crow likes the child Other: tusiwu tipa wehowu pibi zubipi\nEnglish: the dog sees a child Other: jorewu pibi wehowu tipa mupapi\nEnglish: the children hit cats Other: wehogo pibi kojogo tipa fireje\nEnglish: the crows touched a person Other: tusigo pibi lijiwu tipa wuqaje\nEnglish: a child wants the dog Other: wehowu tipa jorewu pibi gacupi\nEnglish: the person touched the child Other: ,lijiwu pibi wehowu pibi wuqaje
Other: hacuye wicu bopiha yekote vigu English: the crows will slap a dolphin\nOther: yekoye wicu zizega wokite wicu English: the dolphins like the dog\nOther: yekote wicu zizega gubute wicu English: the dolphin likes the frog\nOther: hacute vigu sinopu wokiye vigu English: a crow hit dogs\nOther: yekoye vigu gotuga lunite vigu English: dolphins dislike a child\nOther: hacute vigu bopiga yekote wicu English: ,a crow slaps the dolphin
English: the crows will slap a dolphin Other: hacuye wicu bopiha yekote vigu\nEnglish: the dolphins like the dog Other: yekoye wicu zizega wokite wicu\nEnglish: the dolphin likes the frog Other: yekote wicu zizega gubute wicu\nEnglish: a crow hit dogs Other: hacute vigu sinopu wokiye vigu\nEnglish: dolphins dislike a child Other: yekoye vigu gotuga lunite vigu\nEnglish: a crow slaps the dolphin Other: ,hacute vigu bopiga yekote wicu
Other: niqoxu fusi dijibi gawike pocu English: dolphins touched the bird\nOther: lidoxu pocu dijide toxixu fusi English: the cats touch children\nOther: gawike fusi qejebi lidoke pocu English: a bird saw the cat\nOther: niqoke pocu juxoco lidoke fusi English: the dolphin will remember a cat\nOther: yodaxu pocu dijico niqoxu pocu English: the people will touch the dolphins\nOther: gawixu pocu qejeco yodaxu pocu English: ,the birds will see the people
English: dolphins touched the bird Other: niqoxu fusi dijibi gawike pocu\nEnglish: the cats touch children Other: lidoxu pocu dijide toxixu fusi\nEnglish: a bird saw the cat Other: gawike fusi qejebi lidoke pocu\nEnglish: the dolphin will remember a cat Other: niqoke pocu juxoco lidoke fusi\nEnglish: the people will touch the dolphins Other: yodaxu pocu dijico niqoxu pocu\nEnglish: the birds will see the people Other: ,gawixu pocu qejeco yodaxu pocu
Other: qeqe duzufu luki qogufu qubumo English: the children touch dogs\nOther: qeqe qogufi luki govofi fudaco English: the dog will hit a person\nOther: luki qogufu qeqe govofi natami English: dogs wanted the person\nOther: luki jajufu luki duzufi qubumo English: monkeys touch a child\nOther: luki qeqefu luki qogufi qubumo English: frogs touch a dog\nOther: luki qeqefu qeqe qogufu qubuco English: ,frogs will touch the dogs
English: the children touch dogs Other: qeqe duzufu luki qogufu qubumo\nEnglish: the dog will hit a person Other: qeqe qogufi luki govofi fudaco\nEnglish: dogs wanted the person Other: luki qogufu qeqe govofi natami\nEnglish: monkeys touch a child Other: luki jajufu luki duzufi qubumo\nEnglish: frogs touch a dog Other: luki qeqefu luki qogufi qubumo\nEnglish: frogs will touch the dogs Other: ,luki qeqefu qeqe qogufu qubuco
Other: hidole zujo mukixe jayumo zujo English: the birds will praise the cat\nOther: nevamo tapi basexa hidomo tapi English: a frog saw a bird\nOther: jamale tapi yeqaxa kugamo zujo English: children wanted the dog\nOther: nevamo zujo yeqaxa zecumo zujo English: the frog wanted the crow\nOther: nevamo zujo lesixe zecule zujo English: the frog will remember the crows\nOther: hidole zujo lesixa jamamo zujo English: ,the birds remembered the child
English: the birds will praise the cat Other: hidole zujo mukixe jayumo zujo\nEnglish: a frog saw a bird Other: nevamo tapi basexa hidomo tapi\nEnglish: children wanted the dog Other: jamale tapi yeqaxa kugamo zujo\nEnglish: the frog wanted the crow Other: nevamo zujo yeqaxa zecumo zujo\nEnglish: the frog will remember the crows Other: nevamo zujo lesixe zecule zujo\nEnglish: the birds remembered the child Other: ,hidole zujo lesixa jamamo zujo
Other: jeduxe gesose viye tiduse viye English: the monkey will like the frog\nOther: qahuli sugise kuvi gesose viye English: a bird praises the monkey\nOther: luqoxe sugise viye qewegi viye English: the bird will hit the dogs\nOther: qahuli favase viye qewegi viye English: the dolphin praises the dogs\nOther: qahuko favagi kuvi qewese kuvi English: dolphins praised a dog\nOther: qahuxe qewese kuvi qewese viye English: ,a dog will praise the dog
English: the monkey will like the frog Other: jeduxe gesose viye tiduse viye\nEnglish: a bird praises the monkey Other: qahuli sugise kuvi gesose viye\nEnglish: the bird will hit the dogs Other: luqoxe sugise viye qewegi viye\nEnglish: the dolphin praises the dogs Other: qahuli favase viye qewegi viye\nEnglish: dolphins praised a dog Other: qahuko favagi kuvi qewese kuvi\nEnglish: a dog will praise the dog Other: ,qahuxe qewese kuvi qewese viye
Other: yafa xecuge gaxaqe yaqi tekage English: a crow disliked the frog\nOther: yaqi tekage gaxaqe yafa cofuge English: the frog disliked a cat\nOther: yafa tekaka gaxayu yafa haqeka English: frogs dislike children\nOther: yafa cofuka yuciqe yaqi haqege English: cats slapped the child\nOther: yaqi haqeka losoqe yaqi tekage English: the children praised the frog\nOther: yafa tekage yuciqe yaqi xecuka English: ,a frog slapped the crows
English: a crow disliked the frog Other: yafa xecuge gaxaqe yaqi tekage\nEnglish: the frog disliked a cat Other: yaqi tekage gaxaqe yafa cofuge\nEnglish: frogs dislike children Other: yafa tekaka gaxayu yafa haqeka\nEnglish: cats slapped the child Other: yafa cofuka yuciqe yaqi haqege\nEnglish: the children praised the frog Other: yaqi haqeka losoqe yaqi tekage\nEnglish: a frog slapped the crows Other: ,yafa tekage yuciqe yaqi xecuka
Other: kesifa maxata voka tijita sife English: the frogs praised cats\nOther: wabomo raweta voka juwoti voka English: a dog hits monkeys\nOther: wabomo juwoti voka tijita voka English: frogs hit a dog\nOther: degumo juwota sife vusuti sife English: the dolphin likes the dogs\nOther: degumo vusuti sife julata sife English: the children like the dolphin\nOther: kesimo juwota sife tijiti voka English: ,a frog praises the dogs
English: the frogs praised cats Other: kesifa maxata voka tijita sife\nEnglish: a dog hits monkeys Other: wabomo raweta voka juwoti voka\nEnglish: frogs hit a dog Other: wabomo juwoti voka tijita voka\nEnglish: the dolphin likes the dogs Other: degumo juwota sife vusuti sife\nEnglish: the children like the dolphin Other: degumo vusuti sife julata sife\nEnglish: a frog praises the dogs Other: ,kesimo juwota sife tijiti voka
Other: gimupo quwa lomena qiyo befafe English: the person sees children\nOther: juxana quwa lomepo quwa tuxado English: the birds hit the child\nOther: juxana quwa hejona quwa rinufe English: the birds touch the monkeys\nOther: lomepo quwa gimupo qiyo woyado English: the child liked a person\nOther: juxana quwa lomepo quwa rinudo English: the birds touched the child\nOther: juxana qiyo juxana quwa befafe English: ,birds see the birds
English: the person sees children Other: gimupo quwa lomena qiyo befafe\nEnglish: the birds hit the child Other: juxana quwa lomepo quwa tuxado\nEnglish: the birds touch the monkeys Other: juxana quwa hejona quwa rinufe\nEnglish: the child liked a person Other: lomepo quwa gimupo qiyo woyado\nEnglish: the birds touched the child Other: juxana quwa lomepo quwa rinudo\nEnglish: birds see the birds Other: ,juxana qiyo juxana quwa befafe
Other: somiru puba wilome suraba puba English: the frog wants the cats\nOther: suraru nufa qovalu bugoru puba English: a cat touched the crow\nOther: lisuba nufa kobete rohoba puba English: children will dislike the monkeys\nOther: somiba puba watulu bugoru nufa English: the frogs hit a crow\nOther: suraru puba tuyote gineba nufa English: the cat will slap people\nOther: gineba puba kobelu lisuba puba English: ,the people disliked the children
English: the frog wants the cats Other: somiru puba wilome suraba puba\nEnglish: a cat touched the crow Other: suraru nufa qovalu bugoru puba\nEnglish: children will dislike the monkeys Other: lisuba nufa kobete rohoba puba\nEnglish: the frogs hit a crow Other: somiba puba watulu bugoru nufa\nEnglish: the cat will slap people Other: suraru puba tuyote gineba nufa\nEnglish: the people disliked the children Other: ,gineba puba kobelu lisuba puba
Other: toqisu pube vixohi sogusu pube English: a dolphin will praise a cat\nOther: rumisu pube hunide vejuke pube English: a person hits crows\nOther: vejuke pube vixohi toqike pawe English: crows will praise the dolphins\nOther: yekeke pawe vixohi qukasu pube English: the monkeys will praise a dog\nOther: qukake pube nanina toqisu pawe English: dogs saw the dolphin\nOther: qukasu pawe vixohi toqisu pawe English: ,the dog will praise the dolphin
English: a dolphin will praise a cat Other: toqisu pube vixohi sogusu pube\nEnglish: a person hits crows Other: rumisu pube hunide vejuke pube\nEnglish: crows will praise the dolphins Other: vejuke pube vixohi toqike pawe\nEnglish: the monkeys will praise a dog Other: yekeke pawe vixohi qukasu pube\nEnglish: dogs saw the dolphin Other: qukake pube nanina toqisu pawe\nEnglish: the dog will praise the dolphin Other: ,qukasu pawe vixohi toqisu pawe
Other: taru bubefu hihale taru horeyi English: monkeys slapped a frog\nOther: wutu horefu dehama wutu vuyefu English: the frogs hit the birds\nOther: taru horeyi joquma wutu vuyeyi English: a frog remembers the bird\nOther: wutu riyiyi dupale wutu bubefu English: the dolphin disliked the monkeys\nOther: wutu bubeyi hihale taru vuyefu English: the monkey slapped birds\nOther: taru horeyi dupale wutu vuyeyi English: ,a frog disliked the bird
English: monkeys slapped a frog Other: taru bubefu hihale taru horeyi\nEnglish: the frogs hit the birds Other: wutu horefu dehama wutu vuyefu\nEnglish: a frog remembers the bird Other: taru horeyi joquma wutu vuyeyi\nEnglish: the dolphin disliked the monkeys Other: wutu riyiyi dupale wutu bubefu\nEnglish: the monkey slapped birds Other: wutu bubeyi hihale taru vuyefu\nEnglish: a frog disliked the bird Other: ,taru horeyi dupale wutu vuyeyi
Other: manu loteca manu xucuca webiho English: the dolphin will slap the cat\nOther: rifo xucumo manu xuhuca gabalo English: cats touch the frog\nOther: rifo bevomo manu dihica gabaho English: birds will touch the person\nOther: manu dihica manu bevomo gemiho English: the person will like the birds\nOther: rifo gobumo rifo xucuca dixilo English: children see a cat\nOther: rifo xucumo manu dihimo gemilo English: ,cats like the people
English: the dolphin will slap the cat Other: manu loteca manu xucuca webiho\nEnglish: cats touch the frog Other: rifo xucumo manu xuhuca gabalo\nEnglish: birds will touch the person Other: rifo bevomo manu dihica gabaho\nEnglish: the person will like the birds Other: manu dihica manu bevomo gemiho\nEnglish: children see a cat Other: rifo gobumo rifo xucuca dixilo\nEnglish: cats like the people Other: ,rifo xucumo manu dihimo gemilo
Other: xakaqe temo topuju ramuxu temo English: crows touched a child\nOther: ramuqe temo rovapu xakaxu temo English: children dislike a crow\nOther: farixu zede sokibi hidexu zede English: the bird will like the dolphin\nOther: farixu temo kivoju lamoqe zede English: a bird remembered the people\nOther: lamoqe temo rovaju ramuxu zede English: people disliked the child\nOther: ramuxu temo sokiju farixu temo English: ,a child liked a bird
English: crows touched a child Other: xakaqe temo topuju ramuxu temo\nEnglish: children dislike a crow Other: ramuqe temo rovapu xakaxu temo\nEnglish: the bird will like the dolphin Other: farixu zede sokibi hidexu zede\nEnglish: a bird remembered the people Other: farixu temo kivoju lamoqe zede\nEnglish: people disliked the child Other: lamoqe temo rovaju ramuxu zede\nEnglish: a child liked a bird Other: ,ramuxu temo sokiju farixu temo
Other: qizoke sumi nogiro sumi liwiwa English: the dogs liked the cat\nOther: cewoke hide nogiro sumi madewa English: children praised the cat\nOther: qizoro hide nogike hide liwiwa English: a dog liked cats\nOther: cewoke hide qizoro hide liyoci English: children see a dog\nOther: nogiro hide ceworo hide hecamu English: a cat will dislike a child\nOther: nogiro sumi nogiro hide liyowa English: ,the cat saw a cat
English: the dogs liked the cat Other: qizoke sumi nogiro sumi liwiwa\nEnglish: children praised the cat Other: cewoke hide nogiro sumi madewa\nEnglish: a dog liked cats Other: qizoro hide nogike hide liwiwa\nEnglish: children see a dog Other: cewoke hide qizoro hide liyoci\nEnglish: a cat will dislike a child Other: nogiro hide ceworo hide hecamu\nEnglish: the cat saw a cat Other: ,nogiro sumi nogiro hide liyowa
Other: mivano vezi tonoci gahi cokira English: cats will praise the monkey\nOther: mivano vezi biqeno vezi fayufu English: cats remembered frogs\nOther: wucici gahi ninuno gahi fayufu English: the dolphin remembered the birds\nOther: biqeci vezi wucino gahi monofu English: a frog slapped the dolphins\nOther: mivaci gahi ninuno gahi kidufu English: the cat touched the birds\nOther: ninuno gahi ninuno vezi monofu English: ,the birds slapped birds
