id,problem,solution
1205/E,"# Expected Value Again

## Statement
You are given integers $$$n$$$, $$$k$$$. Let's consider the alphabet consisting of $$$k$$$ different elements.

Let beauty $$$f(s)$$$ of the string $$$s$$$ be the number of indexes $$$i$$$, $$$1\le i<|s|$$$, for which prefix of $$$s$$$ of length $$$i$$$ equals to suffix of $$$s$$$ of length $$$i$$$. For example, beauty of the string $$$abacaba$$$ equals $$$2$$$, as for $$$i = 1, 3$$$ prefix and suffix of length $$$i$$$ are equal.

Consider all words of length $$$n$$$ in the given alphabet. Find the expected value of $$$f(s)^2$$$ of a uniformly chosen at random word. We can show that it can be expressed as $$$\frac{P}{Q}$$$, where $$$P$$$ and $$$Q$$$ are coprime and $$$Q$$$ isn't divided by $$$10^9 + 7$$$. Output $$$P\cdot Q^{-1} \bmod 10^9 + 7$$$.

## Input
The first and the only line contains two integers $$$n$$$, $$$k$$$ ($$$1\le n \le 10^5$$$, $$$1\le k\le 10^9$$$) — the length of a string and the size of alphabet respectively.

## Output
Output a single integer — $$$P\times Q^{-1} \bmod 10^9 + 7$$$.

## Note
In the first example, there are $$$9$$$ words of length $$$2$$$ in alphabet of size $$$3$$$ — $$$aa$$$, $$$ab$$$, $$$ac$$$, $$$ba$$$, $$$bb$$$, $$$bc$$$, $$$ca$$$, $$$cb$$$, $$$cc$$$. $$$3$$$ of them have beauty $$$1$$$ and $$$6$$$ of them have beauty $$$0$$$, so the average value is $$$\frac{1}{3}$$$.

In the third example, there is only one such word, and it has beauty $$$99$$$, so the average value is $$$99^2$$$.

## Examples
### Example 1
Input:
```
2 3
```
Output:
```
333333336
```

### Example 2
Input:
```
1 5
```
Output:
```
0
```

### Example 3
Input:
```
100 1
```
Output:
```
9801
```

### Example 4
Input:
```
10 10
```
Output:
```
412377396
```
","{""tests_file"": ""datasets/codeforces_tests/1205E.json"", ""gen_tests_file"": ""datasets/codeforces_tests_generated/1205E.json"", ""time_limit"": 4.0, ""memory_limit"": 256.0, ""input_mode"": ""stdio""}"
1044/E,"# Grid Sort

## Statement
You are given an $$$n \times m$$$ grid. Each grid cell is filled with a unique integer from $$$1$$$ to $$$nm$$$ so that each integer appears exactly once.

In one operation, you can choose an arbitrary cycle of the grid and move all integers along that cycle one space over. Here, a cycle is any sequence that satisfies the following conditions:

- There are at least four squares.
- Each square appears at most once.
- Every pair of adjacent squares, and also the first and last squares, share an edge.

For example, if we had the following grid:

We can choose an arbitrary cycle like this one:

To get the following grid:

In this particular case, the chosen cycle can be represented as the sequence $$$[1, 2, 3, 6, 5, 8, 7, 4]$$$, the numbers are in the direction that we want to rotate them in.

Find any sequence of operations to sort the grid so that the array created by concatenating the rows from the highest to the lowest is sorted (look at the first picture above).

Note you do not need to minimize number of operations or sum of cycle lengths. The only constraint is that the sum of all cycles lengths must not be greater than $$$10^5$$$. We can show that an answer always exists under the given constraints. Output any valid sequence of moves that will sort the grid.

## Input
The first line contains two integers $$$n$$$ and $$$m$$$ ($$$3 \leq n,m \leq 20$$$) — the dimensions of the grid.

Each of the next $$$n$$$ lines contains $$$m$$$ integers $$$x_{i,1}, x_{i,2}, \ldots, x_{i, m}$$$ ($$$1 \leq x_{i,j} \leq nm$$$), denoting the values of the block in row $$$i$$$ and column $$$j$$$.

It is guaranteed that all $$$x_{i,j}$$$ are distinct.

## Output
First, print a single integer $$$k$$$, the number of operations ($$$k \geq 0$$$).

On each of the next $$$k$$$ lines, print a cycle as follows:

$$$$$$s\ y_1\ y_2\ \ldots\ y_s$$$$$$

Here, $$$s$$$ is the number of blocks to move ($$$s \geq 4$$$). Here we have block $$$y_1$$$ moving to where block $$$y_2$$$ is, block $$$y_2$$$ moving to where block $$$y_3$$$ is, and so on with block $$$y_s$$$ moving to where block $$$y_1$$$ is.

The sum of $$$s$$$ over all operations must be at most $$$10^5$$$.

## Note
The first sample is the case in the statement. Here, we can use the cycle in reverse order to sort the grid.

## Examples
### Example 1
Input:
```
3 3
4 1 2
7 6 3
8 5 9
```
Output:
```
1
8 1 4 7 8 5 6 3 2
```

### Example 2
Input:
```
3 5
1 2 3 5 10
11 6 4 14 9
12 7 8 13 15
```
Output:
```
3
4 4 14 13 8
4 5 10 9 4
4 12 7 6 11
```
","{""tests_file"": ""datasets/codeforces_tests/1044E.json"", ""gen_tests_file"": ""datasets/codeforces_tests_generated/1044E.json"", ""time_limit"": 2.0, ""memory_limit"": 256.0, ""input_mode"": ""stdio""}"
1067/D,"# Computer Game

## Statement
Ivan plays some computer game. There are $$$n$$$ quests in the game. Each quest can be upgraded once, this increases the reward for its completion. Each quest has $$$3$$$ parameters $$$a_{i}$$$, $$$b_{i}$$$, $$$p_{i}$$$: reward for completing quest before upgrade, reward for completing quest after upgrade ($$$a_{i} < b_{i}$$$) and probability of successful completing the quest.

Each second Ivan can try to complete one quest and he will succeed with probability $$$p_{i}$$$. In case of success Ivan will get the reward and opportunity to upgrade any one quest (not necessary the one he just completed). In case of failure he gets nothing. Quests do not vanish after completing.

Ivan has $$$t$$$ seconds. He wants to maximize expected value of his total gain after $$$t$$$ seconds. Help him to calculate this value.

## Input
First line contains $$$2$$$ integers $$$n$$$ ($$$ 1 \le n \le 10^{5}$$$) and $$$t$$$ ($$$ 1 \le t \le 10^{10}$$$) — number of quests and total time.

Following $$$n$$$ lines contain description of quests. Each description is $$$3$$$ numbers $$$a_{i}$$$ $$$b_{i}$$$ $$$p_{i}$$$ ($$$1 \le a_{i} < b_{i} \le 10^{8}$$$, $$$0 < p_{i} < 1$$$) — reward for completing quest before upgrade, reward for completing quest after upgrade and probability of successful completing of quest. $$$a_{i}$$$ and $$$b_{i}$$$ are integers. All probabilities are given with at most $$$9$$$ decimal places.

## Output
Print the expected value.

Your answer will be accepted if absolute or relative error does not exceed $$$10^{-6}$$$. Formally, let your answer be $$$a$$$, and the jury's answer be $$$b$$$. Your answer is considered correct if $$$\frac{|a-b|}{max⁡(b, \,\, 1)} \le 10^{-6}$$$.

## Note
nan

## Examples
### Example 1
Input:
```
3 2
3 1000 0.5
1 2 0.48
3 20 0.3
```
Output:
```
252.2500000000000
```

### Example 2
Input:
```
2 2
1 1000 0.1
2 3 0.2
```
Output:
```
20.7200000000000
```
","{""tests_file"": ""datasets/codeforces_tests/1067D.json"", ""gen_tests_file"": ""datasets/codeforces_tests_generated/1067D.json"", ""time_limit"": 3.0, ""memory_limit"": 256.0, ""input_mode"": ""stdio""}"
1184/D2,"# Parallel Universes (Hard)

## Statement
Heidi enjoyed performing the simulation because she knew exactly when a new universe would be formed and where, and when a non-existent link would be broken and where.

However, the multiverse itself works in mysterious ways. Well, it works using probabilities, which to some people is mysterious.

At each unit time, when a decision is made, one of the two events will happen randomly. Let's denote $$$l$$$ as the current length of the multiverse. With a probability of $$$p_{create} = 1 - \frac{l}{m}$$$, a universe will be created. With a probability of $$$p_{break}=\frac{l}{m}$$$, a non-existent link will be broken at some position.

More specifically,

- When a universe is created, it will manifest itself between any two adjacent universes or at one of the ends. Each position occurs with a probability of $$$\frac{1}{l + 1}$$$.
- When a link is broken, it could be cut between any two adjacent universes, each with a probability of $$$\frac{1}{l-1}$$$. After separating the multiverse into two segments, the segment NOT containing the Doctor will cease to exist.

As earlier, the Doctor remains in the same universe. However, if at some point the multiverse breaks in such a way that the Doctor finds himself at the leftmost or rightmost end of it, the TARDIS stops functioning.

In such a case, the Doctor must actually walk across the multiverse to find the tools to fix it.

We are interested in the expected value of the length of the multiverse when such an event occurs.

## Input
The first and only line contains three integers $$$n$$$, $$$k$$$ and $$$m$$$ $$$(1 \le k \le n \le m \le 250)$$$, the initial length of the multiverse, the initial position of the Doctor, and the maximum possible length of the multiverse.

## Output
Output a single integer on a single line, indicating the expected length of the multiverse.

If the answer is $$$\frac{p}{q}$$$, please print $$$r$$$ where $$$p \equiv r \cdot q (\text{mod } 10^9 + 7)$$$.

## Note
For the first and the second test case, without any change to the multiverse, the Doctor is already at one of the ends.

For the third test case, the multiverse can only break at a position, which renders the Doctor at one of its ends.

For the fourth case, things seem to be a little more complicated, because the multiverse can grow and then be broken again.

## Examples
### Example 1
Input:
```
2 1 2
```
Output:
```
2
```

### Example 2
Input:
```
2 2 10
```
Output:
```
2
```

### Example 3
Input:
```
3 2 3
```
Output:
```
2
```

### Example 4
Input:
```
3 2 5
```
Output:
```
941659828
```

### Example 5
Input:
```
10 4 20
```
Output:
```
196683114
```
","{""tests_file"": ""datasets/codeforces_tests/1184D2.json"", ""gen_tests_file"": ""datasets/codeforces_tests_generated/1184D2.json"", ""time_limit"": 4.0, ""memory_limit"": 256.0, ""input_mode"": ""stdio""}"
1119/G,"# Get Ready for the Battle

## Statement
Recently Evlampy installed one interesting computer game, one of aspects of which is to split army into several groups and then fight with enemy's groups. Let us consider a simplified version of the battle.

In the nearest battle Evlampy should fight an enemy army that consists of $$$m$$$ groups, the $$$i$$$-th of which has $$$hp_i$$$ health points.

Evlampy's army consists of $$$n$$$ equal soldiers. Before each battle he should split his army in exactly $$$m$$$ groups (possibly, empty) so that the total size of the groups is $$$n$$$. The battle is played step-by-step. On each step each of Evlampy's groups attacks exactly one enemy group. Thus, each step is described with an array of $$$m$$$ integers $$$a_1, a_2, \ldots, a_m$$$, meaning that the $$$i$$$-th Evlampy's group attacks the $$$a_i$$$-th enemy group. Different groups can attack same group, on each step the array $$$a$$$ is chosen independently.

After each step the health points of each enemy group decreases by the total number of soldiers in Evlampy's groups that attacked this enemy group at this step. Enemy group is destroyed once its health points are zero or negative. Evlampy's soldiers do not lose health.

An example of a step. The numbers in green circles represent the number of soldiers in Evlampy's groups, the arrows represent attacks, the numbers in red circles represent health points of enemy groups, the blue numbers represent how much the health points will decrease after the step.

Evlampy understands that the upcoming battle will take the whole night. He became sad because this way he won't have enough time to finish his homework. Now Evlampy wants you to write a program that will help him win in the smallest possible number of steps. Can you help him?

In other words, find the smallest number of steps needed to destroy all enemy groups and show a possible way of doing this. Find the requires splitting of the army into $$$m$$$ groups and the arrays $$$a$$$ for each step.

## Input
The first line contains two integers $$$n$$$ and $$$m$$$ ($$$1 \leq m \leq n \leq 10^{6}$$$) — the number of soldiers in Evlampy's army and the number of groups in enemy army. $$$m$$$ is also equal to the maximum possible number of groups Evlampy can split the army to.

The second line contains $$$m$$$ integers $$$hp_1, hp_2, \ldots, hp_m$$$ ($$$1 \leq hp_i \leq 10^{6}$$$) — the health points of each of the enemy groups.

It is guaranteed that the sum of $$$hp_i$$$ does not exceed $$$10^{6}$$$.

## Output
Print a single integer $$$t$$$ — the minimum possible number of steps needed to win the battle.

After that print $$$m$$$ integers $$$s_1, s_2, \ldots, s_m$$$ ($$$s_i \ge 0$$$, $$$s_1 + s_2 + \ldots + s_m = n$$$), meaning that the $$$i$$$-th group of Evlampy's army should contain $$$s_i$$$ soldiers.

In each of the next $$$t$$$ lines print $$$m$$$ integers $$$a_1, a_2, \ldots, a_m$$$ ($$$1 \le a_i \le m$$$) — the description of one step. The integers mean that on the corresponding step the $$$i$$$-th Evlampy's group should attack the $$$a_i$$$-th enemy group. It is allowed to attack an already destroyed group.

## Note
The first example is shown below.

## Examples
### Example 1
Input:
```
13 7
6 4 3 7 2 1 5
```
Output:
```
3
0 1 2 3 1 2 4
2 6 2 4 4 2 4
3 1 7 1 7 7 1
3 1 5 3 7 5 1
```

### Example 2
Input:
```
6 5
3 3 3 3 3
```
Output:
```
3
3 3 0 0 0
1 2 3 4 5
3 4 5 5 5
5 5 5 5 5
```

### Example 3
Input:
```
7 4
1 5 9 2
```
Output:
```
3
1 2 4 0
1 4 2 3
2 3 3 3
3 3 3 3
```
","{""tests_file"": ""datasets/codeforces_tests/1119G.json"", ""gen_tests_file"": ""datasets/codeforces_tests_generated/1119G.json"", ""time_limit"": 2.0, ""memory_limit"": 256.0, ""input_mode"": ""stdio""}"
1012/E,"# Cycle sort

## Statement
You are given an array of $$$n$$$ positive integers $$$a_1, a_2, \dots, a_n$$$. You can perform the following operation any number of times: select several distinct indices $$$i_1, i_2, \dots, i_k$$$ ($$$1 \le i_j \le n$$$) and move the number standing at the position $$$i_1$$$ to the position $$$i_2$$$, the number at the position $$$i_2$$$ to the position $$$i_3$$$, ..., the number at the position $$$i_k$$$ to the position $$$i_1$$$. In other words, the operation cyclically shifts elements: $$$i_1 \to i_2 \to \ldots i_k \to i_1$$$.

For example, if you have $$$n=4$$$, an array $$$a_1=10, a_2=20, a_3=30, a_4=40$$$, and you choose three indices $$$i_1=2$$$, $$$i_2=1$$$, $$$i_3=4$$$, then the resulting array would become $$$a_1=20, a_2=40, a_3=30, a_4=10$$$.

Your goal is to make the array sorted in non-decreasing order with the minimum number of operations. The additional constraint is that the sum of cycle lengths over all operations should be less than or equal to a number $$$s$$$. If it's impossible to sort the array while satisfying that constraint, your solution should report that as well.

## Input
The first line of the input contains two integers $$$n$$$ and $$$s$$$ ($$$1 \leq n \leq 200\,000$$$, $$$0 \leq s \leq 200\,000$$$)—the number of elements in the array and the upper bound on the sum of cycle lengths.

The next line contains $$$n$$$ integers $$$a_1, a_2, \dots, a_n$$$—elements of the array ($$$1 \leq a_i \leq 10^9$$$).

## Output
If it's impossible to sort the array using cycles of total length not exceeding $$$s$$$, print a single number ""-1"" (quotes for clarity).

Otherwise, print a single number $$$q$$$— the minimum number of operations required to sort the array.

On the next $$$2 \cdot q$$$ lines print descriptions of operations in the order they are applied to the array. The description of $$$i$$$-th operation begins with a single line containing one integer $$$k$$$ ($$$1 \le k \le n$$$)—the length of the cycle (that is, the number of selected indices). The next line should contain $$$k$$$ distinct integers $$$i_1, i_2, \dots, i_k$$$ ($$$1 \le i_j \le n$$$)—the indices of the cycle.

The sum of lengths of these cycles should be less than or equal to $$$s$$$, and the array should be sorted after applying these $$$q$$$ operations.

If there are several possible answers with the optimal $$$q$$$, print any of them.

## Note
In the first example, it's also possible to sort the array with two operations of total length 5: first apply the cycle $$$1 \to 4 \to 1$$$ (of length 2), then apply the cycle $$$2 \to 3 \to 5 \to 2$$$ (of length 3). However, it would be wrong answer as you're asked to use the minimal possible number of operations, which is 1 in that case.

In the second example, it's possible to the sort the array with two cycles of total length 4 ($$$1 \to 2 \to 1$$$ and $$$3 \to 4 \to 3$$$). However, it's impossible to achieve the same using shorter cycles, which is required by $$$s=3$$$.

In the third example, the array is already sorted, so no operations are needed. Total length of empty set of cycles is considered to be zero.

## Examples
### Example 1
Input:
```
5 5
3 2 3 1 1
```
Output:
```
1
5
1 4 2 3 5
```

### Example 2
Input:
```
4 3
2 1 4 3
```
Output:
```
-1
```

### Example 3
Input:
```
2 0
2 2
```
Output:
```
0
```
","{""tests_file"": ""datasets/codeforces_tests/1012E.json"", ""gen_tests_file"": ""datasets/codeforces_tests_generated/1012E.json"", ""time_limit"": 2.0, ""memory_limit"": 256.0, ""input_mode"": ""stdio""}"
1091/G,"# New Year and the Factorisation Collaboration

## Statement
Integer factorisation is hard. The RSA Factoring Challenge offered $$$$100\,000$$$ for factoring RSA-$$$1024$$$, a $$$1024$$$-bit long product of two prime numbers. To this date, nobody was able to claim the prize. We want you to factorise a $$$1024$$$-bit number.

Since your programming language of choice might not offer facilities for handling large integers, we will provide you with a very simple calculator.

To use this calculator, you can print queries on the standard output and retrieve the results from the standard input. The operations are as follows:

- + x y where $$$x$$$ and $$$y$$$ are integers between $$$0$$$ and $$$n-1$$$. Returns $$$(x+y) \bmod n$$$.
- - x y where $$$x$$$ and $$$y$$$ are integers between $$$0$$$ and $$$n-1$$$. Returns $$$(x-y) \bmod n$$$.
- * x y where $$$x$$$ and $$$y$$$ are integers between $$$0$$$ and $$$n-1$$$. Returns $$$(x \cdot y) \bmod n$$$.
- / x y where $$$x$$$ and $$$y$$$ are integers between $$$0$$$ and $$$n-1$$$ and $$$y$$$ is coprime with $$$n$$$. Returns $$$(x \cdot y^{-1}) \bmod n$$$ where $$$y^{-1}$$$ is multiplicative inverse of $$$y$$$ modulo $$$n$$$. If $$$y$$$ is not coprime with $$$n$$$, then $$$-1$$$ is returned instead.
- sqrt x where $$$x$$$ is integer between $$$0$$$ and $$$n-1$$$ coprime with $$$n$$$. Returns $$$y$$$ such that $$$y^2 \bmod n = x$$$. If there are multiple such integers, only one of them is returned. If there are none, $$$-1$$$ is returned instead.
- ^ x y where $$$x$$$ and $$$y$$$ are integers between $$$0$$$ and $$$n-1$$$. Returns $$${x^y \bmod n}$$$.

Find the factorisation of $$$n$$$ that is a product of between $$$2$$$ and $$$10$$$ distinct prime numbers, all of form $$$4x + 3$$$ for some integer $$$x$$$.

Because of technical issues, we restrict number of requests to $$$100$$$.

## Input
The only line contains a single integer $$$n$$$ ($$$21 \leq n \leq 2^{1024}$$$). It is guaranteed that $$$n$$$ is a product of between $$$2$$$ and $$$10$$$ distinct prime numbers, all of form $$$4x + 3$$$ for some integer $$$x$$$.

## Output
You can print as many queries as you wish, adhering to the time limit (see the Interaction section for more details).

When you think you know the answer, output a single line of form ! k p_1 p_2 ... p_k, where $$$k$$$ is the number of prime factors of $$$n$$$, and $$$p_i$$$ are the distinct prime factors. You may print the factors in any order.

Hacks input

For hacks, use the following format:.

The first should contain $$$k$$$ ($$$2 \leq k \leq 10$$$) — the number of prime factors of $$$n$$$.

The second should contain $$$k$$$ space separated integers $$$p_1, p_2, \dots, p_k$$$ ($$$21 \leq n \leq 2^{1024}$$$) — the prime factors of $$$n$$$. All prime factors have to be of form $$$4x + 3$$$ for some integer $$$x$$$. They all have to be distinct.

## Note
We start by reading the first line containing the integer $$$n = 21$$$. Then, we ask for:

1. $$$(12 + 16) \bmod 21 = 28 \bmod 21 = 7$$$.
2. $$$(6 - 10) \bmod 21 = -4 \bmod 21 = 17$$$.
3. $$$(8 \cdot 15) \bmod 21 = 120 \bmod 21 = 15$$$.
4. $$$(5 \cdot 4^{-1}) \bmod 21 = (5 \cdot 16) \bmod 21 = 80 \bmod 21 = 17$$$.
5. Square root of $$$16$$$. The answer is $$$11$$$, as $$$(11 \cdot 11) \bmod 21 = 121 \bmod 21 = 16$$$. Note that the answer may as well be $$$10$$$.
6. Square root of $$$5$$$. There is no $$$x$$$ such that $$$x^2 \bmod 21 = 5$$$, so the output is $$$-1$$$.
7. $$$(6^{12}) \bmod 21 = 2176782336 \bmod 21 = 15$$$.

We conclude that our calculator is working, stop fooling around and realise that $$$21 = 3 \cdot 7$$$.

## Examples
### Example 1
Input:
```
21
7
17
15
17
11
-1
15
```
Output:
```
+ 12 16
- 6 10
* 8 15
/ 5 4
sqrt 16
sqrt 5
^ 6 12
! 2 3 7
```
","{""tests_file"": ""datasets/codeforces_tests/1091G.json"", ""gen_tests_file"": ""datasets/codeforces_tests_generated/1091G.json"", ""time_limit"": 6.0, ""memory_limit"": 256.0, ""input_mode"": ""stdio""}"
1081/G,"# Mergesort Strikes Back

## Statement
Chouti thought about his very first days in competitive programming. When he had just learned to write merge sort, he thought that the merge sort is too slow, so he restricted the maximum depth of recursion and modified the merge sort to the following:

Chouti found his idea dumb since obviously, this ""merge sort"" sometimes cannot sort the array correctly. However, Chouti is now starting to think of how good this ""merge sort"" is. Particularly, Chouti wants to know for a random permutation $$$a$$$ of $$$1, 2, \ldots, n$$$ the expected number of inversions after calling MergeSort(a, 1, n, k).

It can be proved that the expected number is rational. For the given prime $$$q$$$, suppose the answer can be denoted by $$$\frac{u}{d}$$$ where $$$gcd(u,d)=1$$$, you need to output an integer $$$r$$$ satisfying $$$0 \le r<q$$$ and $$$rd \equiv u \pmod q$$$. It can be proved that such $$$r$$$ exists and is unique.

## Input
The first and only line contains three integers $$$n, k, q$$$ ($$$1 \leq n, k \leq 10^5, 10^8 \leq q \leq 10^9$$$, $$$q$$$ is a prime).

## Output
The first and only line contains an integer $$$r$$$.

## Note
In the first example, all possible permutations are $$$[1,2,3],[1,3,2],[2,1,3],[2,3,1],[3,1,2],[3,2,1]$$$.

With $$$k=1$$$, MergeSort(a, 1, n, k) will only return the original permutation. Thus the answer is $$$9/6=3/2$$$, and you should output $$$499122178$$$ because $$$499122178 \times 2 \equiv 3 \pmod {998244353}$$$.

In the second example, all possible permutations are $$$[1,2,3],[1,3,2],[2,1,3],[2,3,1],[3,1,2],[3,2,1]$$$ and the corresponding outputs of MergeSort(a, 1, n, k) are $$$[1,2,3],[1,2,3],[2,1,3],[1,2,3],[2,3,1],[1,3,2]$$$ respectively. Thus the answer is $$$4/6=2/3$$$, and you should output $$$665496236$$$ because $$$665496236 \times 3 \equiv 2 \pmod {998244353}$$$.

## Examples
### Example 1
Input:
```
3 1 998244353
```
Output:
```
499122178
```

### Example 2
Input:
```
3 2 998244353
```
Output:
```
665496236
```

### Example 3
Input:
```
9 3 998244353
```
Output:
```
449209967
```

### Example 4
Input:
```
9 4 998244353
```
Output:
```
665496237
```
","{""tests_file"": ""datasets/codeforces_tests/1081G.json"", ""gen_tests_file"": ""datasets/codeforces_tests_generated/1081G.json"", ""time_limit"": 1.0, ""memory_limit"": 256.0, ""input_mode"": ""stdio""}"
1056/H,"# Detect Robots

## Statement
You successfully found poor Arkady near the exit of the station you've perfectly predicted. You sent him home on a taxi and suddenly came up with a question.

There are $$$n$$$ crossroads in your city and several bidirectional roads connecting some of them. A taxi ride is a path from some crossroads to another one without passing the same crossroads twice. You have a collection of rides made by one driver and now you wonder if this driver can be a robot or they are definitely a human.

You think that the driver can be a robot if for every two crossroads $$$a$$$ and $$$b$$$ the driver always chooses the same path whenever he drives from $$$a$$$ to $$$b$$$. Note that $$$a$$$ and $$$b$$$ here do not have to be the endpoints of a ride and that the path from $$$b$$$ to $$$a$$$ can be different. On the contrary, if the driver ever has driven two different paths from $$$a$$$ to $$$b$$$, they are definitely a human.

Given the system of roads and the description of all rides available to you, determine if the driver can be a robot or not.

## Input
Each test contains one or more test cases. The first line contains a single integer $$$t$$$ ($$$1 \le t \le 3 \cdot 10^5$$$) — the number of test cases.

The first line of each test case contains a single integer $$$n$$$ ($$$1 \le n \le 3 \cdot 10^5$$$) — the number of crossroads in the city.

The next line contains a single integer $$$q$$$ ($$$1 \le q \le 3 \cdot 10^5$$$) — the number of rides available to you.

Each of the following $$$q$$$ lines starts with a single integer $$$k$$$ ($$$2 \le k \le n$$$) — the number of crossroads visited by the driver on this ride. It is followed by $$$k$$$ integers $$$c_1$$$, $$$c_2$$$, ..., $$$c_k$$$ ($$$1 \le c_i \le n$$$) — the crossroads in the order the driver visited them. It is guaranteed that all crossroads in one ride are distinct.

It is guaranteed that the sum of values $$$k$$$ among all rides of all test cases does not exceed $$$3 \cdot 10^5$$$.

It is guaranteed that the sum of values $$$n$$$ and the sum of values $$$q$$$ doesn't exceed $$$3 \cdot 10^5$$$ among all test cases.

## Output
Output a single line for each test case.

If the driver can be a robot, output ""Robot"" in a single line. Otherwise, output ""Human"".

You can print each letter in any case (upper or lower).

## Note
In the first example it is clear that the driver used two different ways to get from crossroads $$$1$$$ to crossroads $$$3$$$. It must be a human.

In the second example the driver always drives the cycle $$$1 \to 2 \to 3 \to 4 \to 1$$$ until he reaches destination.

## Examples
### Example 1
Input:
```
1
5
2
4 1 2 3 5
3 1 4 3
```
Output:
```
Human
```

### Example 2
Input:
```
1
4
4
3 1 2 3
3 2 3 4
3 3 4 1
3 4 1 2
```
Output:
```
Robot
```
","{""tests_file"": ""datasets/codeforces_tests/1056H.json"", ""gen_tests_file"": ""datasets/codeforces_tests_generated/1056H.json"", ""time_limit"": 1.0, ""memory_limit"": 1024.0, ""input_mode"": ""stdio""}"
1210/F2,"# Marek and Matching (hard version)

## Statement
This is a harder version of the problem. In this version, $$$n \le 7$$$.

Marek is working hard on creating strong test cases to his new algorithmic problem. Do you want to know what it is? Nah, we're not telling you. However, we can tell you how he generates test cases.

Marek chooses an integer $$$n$$$ and $$$n^2$$$ integers $$$p_{ij}$$$ ($$$1 \le i \le n$$$, $$$1 \le j \le n$$$). He then generates a random bipartite graph with $$$2n$$$ vertices. There are $$$n$$$ vertices on the left side: $$$\ell_1, \ell_2, \dots, \ell_n$$$, and $$$n$$$ vertices on the right side: $$$r_1, r_2, \dots, r_n$$$. For each $$$i$$$ and $$$j$$$, he puts an edge between vertices $$$\ell_i$$$ and $$$r_j$$$ with probability $$$p_{ij}$$$ percent.

It turns out that the tests will be strong only if a perfect matching exists in the generated graph. What is the probability that this will occur?

It can be shown that this value can be represented as $$$\frac{P}{Q}$$$ where $$$P$$$ and $$$Q$$$ are coprime integers and $$$Q \not\equiv 0 \pmod{10^9+7}$$$. Let $$$Q^{-1}$$$ be an integer for which $$$Q \cdot Q^{-1} \equiv 1 \pmod{10^9+7}$$$. Print the value of $$$P \cdot Q^{-1}$$$ modulo $$$10^9+7$$$.

## Input
The first line of the input contains a single integer $$$n$$$ ($$$\mathbf{1 \le n \le 7}$$$). The following $$$n$$$ lines describe the probabilities of each edge appearing in the graph. The $$$i$$$-th of the lines contains $$$n$$$ integers $$$p_{i1}, p_{i2}, \dots, p_{in}$$$ ($$$0 \le p_{ij} \le 100$$$); $$$p_{ij}$$$ denotes the probability, in percent, of an edge appearing between $$$\ell_i$$$ and $$$r_j$$$.

## Output
Print a single integer — the probability that the perfect matching exists in the bipartite graph, written as $$$P \cdot Q^{-1} \pmod{10^9+7}$$$ for $$$P$$$, $$$Q$$$ defined above.

## Note
In the first sample test, each of the $$$16$$$ graphs below is equally probable. Out of these, $$$7$$$ have a perfect matching:

Therefore, the probability is equal to $$$\frac{7}{16}$$$. As $$$16 \cdot 562\,500\,004 = 1 \pmod{10^9+7}$$$, the answer to the testcase is $$$7 \cdot 562\,500\,004 \mod{(10^9+7)} = 937\,500\,007$$$.

## Examples
### Example 1
Input:
```
2
50 50
50 50
```
Output:
```
937500007
```

### Example 2
Input:
```
3
3 1 4
1 5 9
2 6 5
```
Output:
```
351284554
```
","{""tests_file"": ""datasets/codeforces_tests/1210F2.json"", ""gen_tests_file"": ""datasets/codeforces_tests_generated/1210F2.json"", ""time_limit"": 15.0, ""memory_limit"": 256.0, ""input_mode"": ""stdio""}"
